Date,Year,Month,Max,Min,Precip
1991.11,1991,11,22,7,7.199999809
1991.12,1991,12,27,12,12
1992.01,1992,1,26,13,75.90000153
1992.02,1992,2,30,18,33.29999924
1992.03,1992,3,31,18,104.5999985
1992.04,1992,4,31,19,141.8000031
1992.05,1992,5,30,19,177.3000031
1992.06,1992,6,30,17,103.8000031
1992.07,1992,7,25,13,102.9000015
1992.08,1992,8,21,9,28.10000038
1992.09,1992,9,20,8,17.89999962
1992.1,1992,10,17,3,12.60000038
1992.11,1992,11,23,7,13.5
1992.12,1992,12,25,10,26.20000076
1993.01,1993,1,28,14,60.90000153
1993.02,1993,2,29,16,84
1993.03,1993,3,31,19,121.0999985
1993.04,1993,4,33,21,182.5
1993.05,1993,5,30,18,54.40000153
1993.06,1993,6,30,19,98.59999847
1993.07,1993,7,26,14,35
1993.08,1993,8,22,9,21.60000038
1993.09,1993,9,19,6,10.69999981
1993.1,1993,10,19,5,5.099999905
1993.11,1993,11,24,7,1.700000048
1993.12,1993,12,26,9,13.80000019
1994.01,1994,1,27,14,81.5
1994.02,1994,2,31,17,45.40000153
1994.03,1994,3,33,20,62.79999924
1994.04,1994,4,34,20,122.3000031
1994.05,1994,5,30,19,168.1000061
1994.06,1994,6,29,17,29
1994.07,1994,7,25,14,39.5
1994.08,1994,8,25,13,45.90000153
1994.09,1994,9,22,9,13.69999981
1994.1,1994,10,20,5,12.30000019
1994.11,1994,11,24,8,2.200000048
1994.12,1994,12,29,13,7.099999905
1995.01,1995,1,28,15,88.19999695
1995.02,1995,2,30,18,48.79999924
1995.03,1995,3,36,22,97.19999695
1995.04,1995,4,32,20,116
1995.05,1995,5,30,19,74.80000305
1995.06,1995,6,29,18,76
1995.07,1995,7,28,13,19.29999924
1995.08,1995,8,23,10,50.20000076
1995.09,1995,9,20,7,9.199999809
1995.1,1995,10,20,4,3.299999952
1995.11,1995,11,23,6,1.600000024
1995.12,1995,12,27,11,10.10000038
1996.01,1996,1,29,14,15.10000038
1996.02,1996,2,32,20,57.09999847
1996.03,1996,3,36,21,21.60000038
1996.04,1996,4,32,20,123.4000015
1996.05,1996,5,30,20,92.19999695
1996.06,1996,6,30,18,83.30000305
1996.07,1996,7,24,14,53.70000076
1996.08,1996,8,23,12,51.90000153
1996.09,1996,9,17,6,26.70000076
1996.1,1996,10,20,3,1.5
1996.11,1996,11,26,8,4.300000191
1996.12,1996,12,25,9,37.20000076
1997.01,1997,1,29,14,89.09999847
1997.02,1997,2,31,18,77.19999695
1997.03,1997,3,33,20,118.3000031
1997.04,1997,4,33,21,191
1997.05,1997,5,29,18,141.3999939
1997.06,1997,6,29,17,89
1997.07,1997,7,30,15,8.699999809
1997.08,1997,8,23,11,19
1997.09,1997,9,20,6,8
1997.1,1997,10,22,8,8.699999809
1997.11,1997,11,24,8,7.099999905
1997.12,1997,12,28,12,5.199999809
1998.01,1998,1,28,15,30
1998.02,1998,2,31,18,75.59999847
1998.03,1998,3,33,21,112.4000015
1998.04,1998,4,32,20,134
1998.05,1998,5,27,19,79.09999847
1998.06,1998,6,27,16,78.5
1998.07,1998,7,24,14,87.90000153
1998.08,1998,8,22,10,48.20000076
1998.09,1998,9,20,9,41
1998.1,1998,10,21,8,23.89999962
1998.11,1998,11,23,8,20.39999962
1998.12,1998,12,25,9,15.30000019
1999.01,1999,1,29,15,94.30000305
1999.02,1999,2,30,17,56.09999847
